Column1;city;time;announcment_num;floor;area;room_count;district;description;discount;price
6005;Душанбе;28.02.2022 20:25;7521166;4;55 м?;2;Шохмансур;Продаётся 2х комнатная квартира на Повороте Аэропорта (Гостиница Хилтон) , новый евроремонт 4 этаж у главной дороги, торг уместен срочно !!!;торг;637000
6006;Душанбе;28.02.2022 20:19;6412746;5;53 м?;2;Аэропорт;Продаётся 2 ком. квартира. бо хама чизу чораш фурухта мешавад.Хона бо хама лавозимоташ, иборат аз спалный гарнитур, кухный гарнитур, кухный уголок, холодилник, термекс80 л, телевизор, кодитсионер, креслахо дар зал, колин, прихожный мебел ва гайрахо. Таьмираш миена. об свет постояни. Аз ду тараф балкон дорад. Илтимос харидори аник занг занед. Маьлумоти бештар хохед занг занед. Ивазам мешава бо як хонага е ин ки мошин ва гайрахо.;обмен,торг;522000
6007;Душанбе;28.02.2022 20:18;7578090;5;49 м?;2;9км;Срочно продаётся 2 ком. квартира. на 5 этаже в 9 этажном доме. Хона дар 9 км Хазрати Мавлоно карор дорад. Дар наздаш мактаб, духтур, стадион, басейн, транспорт хама вакт хаст, бозор наздик. Об свет лифт хаст. Илтимос харидори аник занг занед.;обмен,торг;327000
6008;Душанбе;28.02.2022 19:58;7809513;6;44 м?;1;ШохмансурТехносила;Хона павароти аэрапорт назди техносила дом 7 этаж рафтестаи хона 6 ум этаж 44 квд хонаи таер боша болои сум метием (хамитарафода);обмен;255000
6009;Душанбе;28.02.2022 19:47;7551661;1;40 м?;2;Сино;Срочно! Срочно! 2-комн квартира на 1-этаже в 4-этажном доме. Площад 40м2, ориентир н.Сино куч.А.Чоми 42/4 (Дусти).;торг;310000
6010;Душанбе;28.02.2022 19:29;7809329;3;80 м?;4;Сино;хона таъмираш замонави ягон камбуди надорад. бинои чорошёна буда хона дар сеюм ошнааш карор дорад. балкомш 6х2, панелний мебошад.;торг;530000
6011;Гиссар;28.02.2022 19:25;7809306;2;65 м?;3;Гидроизол;Хонаи 3хучрага дар Гидроизол 2юм этаж;торг;36160
6012;Душанбе;28.02.2022 19:21;7350583;6;83 м?;2;Фирдавси;2-комн. квартира, 6 этаж, 83 м?, Фирдавси;800000c;720000
6013;Худжанд;28.02.2022 19:20;7743208;4;43 м?;1;13мкр;Продаётся однокомнатная квартира со всеми удобствами в новом доме есть все удобстьва для прожывания  заходи и живи в 13 микрорайоне рядомс домом есть  садик школа недалеко от дома находится супермаркет.;торг;250000
6014;Душанбе;28.02.2022 18:42;7809091;4;47 м?;2;1саветски;кандисанер кухнигарнитур;;260000
6015;Душанбе;28.02.2022 18:37;7724097;1;68 м?;3;103мкр;Хона дар 103 мк 1 этаж 3 хонага;;570000
6016;Душанбе;28.02.2022 18:34;7808699;9;63 м?;2;Аэропорт;Срочно фуруши аэрапорт;торг;566000
6017;Душанбе;28.02.2022 18:32;7809047;6;110 м?;3;ИсмоилиСомони;3 ком кв Бухоро Палас новостройка14 эт дом на 6 эт заходи живи 140000$;торг;1580000
6018;Душанбе;28.02.2022 17:35;7808756;9;85 м?;2;шохмансур;квартира находится около аэропорта  в новых новостройках. квартира с новым ремонтом и классическими фигурами. квартира находится в девятом этаже под номером 77;торг;599999
6019;Душанбе;28.02.2022 17:24;7808692;4;48 м?;2;фирдавси-молодёжнийнабережни;в хорошим состоянием;обмен,торг;45000
6020;Душанбе;28.02.2022 17:19;7454196;9;77 м?;2;;Срочно!!! Доми 15 этажа хона дар 9-ум этаж. Доми таёр метони ремонта сар кни. Проспекти Айни чоррохаи чулочка наздикии садбарг.;торг;490000
6021;Душанбе;28.02.2022 16:59;7808565;13;80 м?;2;Аэропорт;2. комн. квартира 13 этаж,79, м2 повороти Аэропорт.                                              Площадь: 79 м2                                     Тип застройки: Новостройка             Этаж. 13                                                 Ремонт: Без ремонта (коробка)           Район. Повороти Аэропорт                 ;;400000
6022;Гулистон (Кайраккум);28.02.2022 16:48;7771630;5;80 м?;4;улитцаД.Народов31.10;4 комнотная;торг;300000
6023;Душанбе;28.02.2022 16:44;6722226;9;72 м?;2;Шохмансур;Срочно!!! Продаётся отличная, просторная полноценная 2-х комнатная квартира (72 м2) на 9 этаже, вид на главную дорогу от собственника, которую можно переделать в 3-х. Квартира в центре города, на против Созидания.  Сделано электро-монтаж и штукатурка. Очень развитая инфраструктура: в шаговой доступности бизнес центр Созидание, где находится фитнес клуб и бассейн,Т/ц Садбарг, Сафарцентр, школы и детские сады и многое другое. Удобная транспортная развязка. Вы получите квартиру с первых рук и тех.паспорт сможете оформить сразу на себя.;550000c;505000
6024;Душанбе;28.02.2022 16:31;7426467;11;90 м?;2;63мкр;?ДММ ‘’ Мусавир’’;обмен,торг;380000
6025;Душанбе;28.02.2022 16:30;7808383;5;76 м?;2;Фирдавси;Продаётся 2 комнатная квартира можно переделать на 3х комнатную, расположена в районе Фирдавси, Сохили. Дом уже готов через месяц можно начать ремонт. Площадью 76,5 кв/м, на 5 _ом этаже в 16 ти этажном доме. Планировка идеальная окна смотрят на солнечную сторону.;торг;344999
6026;Душанбе;28.02.2022 16:27;7564214;4;66 м?;3;84мкр,заГастрономом;3ком 4эт 4этажный дом ,балкон ,отопление с ремонтом и мебелью;;490000
6027;Душанбе;28.02.2022 16:24;7652649;1;50 м?;2;Сино;квартира с магизином. имеет два магизина;торг;650000
6028;Душанбе;28.02.2022 16:23;7808336;4;65 м?;3;ЦиркнадсупермаркетСафар;3ком 4эт 4этажный пол -панельный дом ,балкон, отопление у гл дороги;торг;460000
6029;Душанбе;28.02.2022 16:08;6404520;12;85 м?;3;Аэропорт;500 терраса ;;1725000
6030;Душанбе;28.02.2022 16:03;7619764;2;91 м?;2;Шохмансур2(ХитойБозор);Срочно продаю 2 комнатную квартиру.;торг;490000
6031;Душанбе;28.02.2022 15:49;6173078;14;116 м?;3;ОриентирОлимпийскийКомитет;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 14-этаже;;713690
6032;Душанбе;28.02.2022 15:41;6172970;8;170 м?;5;ориентирОлимпийскийКомитет;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 8-этаже;;1221960
6033;Душанбе;28.02.2022 15:35;7037751;8;117 м?;3;Айни5;3х комнатная квартира (можно передать в 4х) -106 м2,на 8 этаже в 18 этажом доме, окна со стороны главной дороги, солнечная сторона, центральное отопление, коробка, дом на стадии готовности,по улице Айни 5,ориентир:Пайкар, Голубой экран, Квартира от собственника.;;734000
6034;Душанбе;28.02.2022 15:28;7726482;17;70 м?;2;70(квадрат);хона дар назди магозаи пайкар (пеши тамож комитет)  17этаж;;300000
6035;Нурек;28.02.2022 15:28;7617313;4;48 м?;2;Электрон;Электрон дом 28. Этаж 4. Доми кирпичи гармай лави рах. Дом намечака. Харидори аник боши ба занг бзан...;обмен,торг;199000
6036;Душанбе;28.02.2022 15:22;7808046;16;86 м?;2;Фирдавси;Хона дар молодежни театр сари рох срочна;торг;380000
6037;Душанбе;28.02.2022 15:05;7807962;9;70 м?;3;65мек;65мек 3ком 9этаж 70кв;;420000
6038;Бохтар (Курган-Тюбе);28.02.2022 15:02;7807927;3;70 м?;4;ш.Бохтар;хонаи фуруши дар кучаи шабчарог дзержинский 6        3 этаж 4хонаги  бо хамачизхояш фурухта мешавад харидор занг бзана бо арзон мекнем.;торг;520000
6039;Душанбе;28.02.2022 14:57;7807896;11;192 м?;6;УлицаДехлави;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 11 этаже,;;1336320
6040;Душанбе;28.02.2022 14:56;7807868;1;70 м?;2;Гипрозем;Гипразем 2ком 1этаж 70кв;;340000
6041;Душанбе;28.02.2022 14:45;7807813;13;172 м?;6;ИнститутИзобразительногоИскусства;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 13 этаже,;;1259040
6042;Душанбе;28.02.2022 14:39;7807753;3;68 м?;4;муомилаихубдорад.срочнасрочнапулдаркор;хона дар 61-мкр район. 68-метри кводрати доми панелни. ремонташ дар сатхи оли дарача. 5-ошёна, хона дар 3-юм ошёна.;торг;720000
6043;Душанбе;28.02.2022 14:30;7807710;4;52 м?;2;Мардон;2 ком 4эт 4этажный пол панельный дом ,балкон 4/2  ,комнаты раздельные  у гл дороги;;322000
6044;Душанбе;28.02.2022 14:30;6032539;3;90 м?;2;ОриентирГостиницаДушанбе;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 3 этаже ;;724500
6045;Душанбе;28.02.2022 14:07;7708115;1;36 м?;2;ТАНК;Квартира в 4х этажном доме на 1 этаже, есть отопление, ремонт средний, третий ряд от дороги. ТАНК, за Супермаркетом ЗУХАЛ.;торг;360000
6046;Душанбе;28.02.2022 14:05;6984576;6;80 м?;3;ТаджикАтлас,Цирк;Квартира в 9ти этажном доме, есть центральное отопление.;;515000
6047;Худжанд;28.02.2022 14:02;7528271;3;90 м?;4;13мкр;Продается 4х комнатная (3 балкона, веранда, сушилка) в 13 мкр, дом 25/2. Квартира чистая, долгое время никто не проживает.;торг;500000
6048;Душанбе;28.02.2022 13:38;7807436;1;50 м?;2;Док9км;Дар 9км канечкаи маршруткаи 16,8;обмен,торг;280000
6049;Душанбе;28.02.2022 13:14;6523979;10;103 м?;3;Караболо;Бари масчиди исмоилия Дом бардор Салмон Иншоот 21 этажа мешава  400$ кв бо арзон мешава;торг;455500
6050;Худжанд;28.02.2022 12:58;7430909;1;75 м?;2;;Новостройка кв находится в очень удобном месте на первом этаже в 34 мкр. Напротив Т. Ц. Анис ( прокуратураи вилояти) от глав. дороги 15 м. Новостройка строиться в июне сдача дома;обмен,торг;400000
6051;Душанбе;28.02.2022 12:48;7807198;6;62 м?;1;Шохмансур;ПАЙКАР;торг;371000
6052;Душанбе;28.02.2022 12:46;7807189;10;77 м?;2;исомони;Срочно продается навастройкав 13 этажном доме рядом с базар мехргон дом на стадии строеение  Застройщик Аюб 2010;;315000
6053;Душанбе;28.02.2022 12:38;7701464;8;42 м?;1;Молодежный;1-хонага 42-кв средни ремонт  дар холати хуб ай тарафи дарё дом  9-етажка 8-ум етаж домо пешинаан атаплени  ,ови гарм ,лифт кор мекна састаяниш хубай %918-11-50-59 %;торг;310000
6054;Душанбе;28.02.2022 12:30;7807105;15;152 м?;6;ШтабПогранавойскРФ;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 15 этаже,;;1076160
6055;Душанбе;28.02.2022 12:27;7807085;10;150 м?;4;АтельеЗайнабБиби;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 10 этаже,;;1062000
6056;Душанбе;28.02.2022 12:24;7807067;12;130 м?;4;БиофакТГНУ;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 12 этаже,;;967200
6057;Вахдат;28.02.2022 12:23;6727056;1;58 м?;3;Ва?дат;Хона во?еъ дар кучаи Салимзода назди бозорчаи Гулистон мактаб садик бозорча дар наздики падвал?ам дорад сехона?а таъмираш миёна се хона ?удо ?удо харидори ани? бошад занг занад ячи муомила мекунем арзонтар;торг;305500
6058;Худжанд;28.02.2022 12:20;7807039;2;70 м?;2;ge;2 хонаги 2 этаж 70 квадрат возли суман;;350000
6059;Душанбе;28.02.2022 12:14;7297840;4;82 м?;3;Сино2;Хона дар Зарнисор дар лаби рохи калон карор дорад канализация хаст,  стияшкаи замин пол рехтагияй, дари главни 5000сомона дорад эвроэлктромантаж мебошад;торг;290000
6060;Душанбе;28.02.2022 12:14;7354596;17;118 м?;3;Сомони,Домпечать;3 комнатная 17 этаже 19 этажном новом доме на против Алфемо.лифт работает люди живут;660000c;610000
6061;Душанбе;28.02.2022 12:10;7806983;14;110 м?;4;Минобразование;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 14 этаже,;;792000
6062;Вахдат;28.02.2022 12:02;7136044;9;47 м?;1;Вахдат;ЧДММ Пойтахт Иншоот;торг;189700
6063;Душанбе;28.02.2022 11:55;7806881;6;50 м?;2;СтарыйАэропорт;старый аэропорт двухкомнатная квартира 50 кв? на шестом этаже блок Б.;торг;300000
6064;Бохтар (Курган-Тюбе);28.02.2022 11:48;7484047;3;82 м?;3;Шабчарог;1 хонага 41мм 2хонага 53мм 3 хонага 75мм3 хонага 82 мм дом 7 этажа лифт дора квадрат 380$;торг;350000
6065;Бохтар (Курган-Тюбе);28.02.2022 11:47;7475031;6;62 м?;2;Шапчарог;Ш.Бохтар;торг;350000
6066;Душанбе;28.02.2022 11:43;7101506;17;172 м?;6;ОриентирКлиникаМадад;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 17 этаже;;1186800
6067;Душанбе;28.02.2022 11:35;7806721;5;83 м?;3;сомони;3 хонаги 5 этаж доми12 этажа сельхозинститут сари рох лифт кор мекунад срочно . Бо тамоми чихозаш фурухта мешавад.;обмен,торг;950000
6068;Душанбе;28.02.2022 11:29;7234709;3;50 м?;1;Хитойбозор;Новостройка ;торг;232675
6069;Душанбе;28.02.2022 11:21;7806705;12;72 м?;1;ЗелёныйБазар;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 12 этаже,;;492480
6070;Бохтар (Курган-Тюбе);28.02.2022 11:16;7806669;3;85 м?;4;шБохтаркучВахдат176;хонаи 4 комнатаха 3 юм этаж 85 кв таьмири хуб дорад бо тамом тачхизотхояш;торг;500000
6071;Душанбе;28.02.2022 11:15;7806670;14;62 м?;1;ЗАГСрайонаШохмансур;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 14 этаже,;;446400
6072;Душанбе;28.02.2022 11:13;6160489;17;184 м?;6;ОриентирОлимпийскийКомитет;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 17-этаже;;1036840
6073;Душанбе;28.02.2022 11:11;7806647;8;100 м?;2;ДомПечатьРоддом№2Центр;Продаю 2х комн. квартиру, 8 этаж напротив Роддом 2(танка, ул. Хусейнзода/Шевченко).;обмен;655920
6074;Душанбе;28.02.2022 11:07;7806622;9;70 м?;3;фирдавси;3-х.-ро 4х. кардаги, хона ру ба руи Саховат, 9 эт. лифт доимо кор мекунад. Ремонти нав, под обой тайёр;торг;415000
6075;Душанбе;28.02.2022 11:00;6150442;12;114 м?;2;ОриентирГостиницаДушанбе;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 12-этаже;;752510
6076;Душанбе;28.02.2022 10:59;7806583;4;52 м?;1;БывшаяКлиникаШифо;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 4 этаже,;;436800
6077;Душанбе;28.02.2022 10:48;7806512;4;47 м?;2;САДБАРГ;Продаю 2 ком кв в районе ТЦ- Садбарг, на 4 этаже 47, 7 м? + 7 м? балкон, квартира с ремонтом вся меюель и техника новая , свет вода постоянно, развязка транспорта удобна рядом школы магазины...;;431000
6078;Душанбе;28.02.2022 10:42;6010241;12;114 м?;3;ОриентирГостиницаДушанбе;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 12 этаже;;740720
6079;Душанбе;28.02.2022 10:33;7360339;16;238 м?;5;ОриентирДушанбинскийЭкономическийСуд;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 16 этаже;;1642200
6080;Душанбе;28.02.2022 10:33;7360320;17;233 м?;5;ОриентирРаёсатиКорхоиДохилииШахр;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 17-этаже;;1607700
6081;Душанбе;28.02.2022 10:31;7671643;2;93 м?;4;7км;Хона дар ошёнаи дуюми бинои 4-ошёна ?ойгир буда, масо?ати умумии хона 93 метри квадрат? мебошад. Таъмираш миёна. Бо ?ама чизу чорааш фур?хта мешавад.;торг;550000
6082;Душанбе;28.02.2022 10:30;7430790;1;50 м?;3;;хонаи бехтарин;;500000
6083;Гулистон (Кайраккум);28.02.2022 10:30;7806416;1;31 м?;1;хочамбердиев9;1 ком. квартира в хорошом сотоянии в г.Гулистан (Кайраккум);обмен,торг;137000
6084;Душанбе;28.02.2022 10:22;7806375;4;40 м?;2;хонайифуруши;хонайи фуруши дар палетехникум 4 этащ 4этащащ;;250000
6085;Душанбе;28.02.2022 10:21;6100099;11;128 м?;4;ОриентирОлимпийскийКомитет;Продаётся Элитная Квартира в Элитном Жилом Комплексе на 11-этаже;;853760
6086;Душанбе;28.02.2022 10:11;7801363;10;55 м?;1;Сино;Продаётся 1-комнатная квартира на ;обмен,торг;215000
6087;Душанбе;28.02.2022 10:06;7405581;2;68 м?;2;Хитойбозор;2юм этаж 68 квадратай 3 хонага карда мешава блоки-Л- бародаро занг занен бо арзон мешава;обмен;350000
6088;Душанбе;28.02.2022 10:03;7806260;6;52 м?;2;нусратулломахсумдоми7;хона дар тарафи пасоли америка 6 этаж 52кв;торг;440000
6089;Душанбе;28.02.2022 9:46;7324063;3;80 м?;3;102мкр;3 комнатная квартира 102 мкр;;533000
6090;Истаравшан;28.02.2022 9:42;7648644;1;65 м?;4;Фабричный;район фабрики, кирпичный дом,требуется ремонт;;400000
6091;Душанбе;28.02.2022 9:31;7806037;4;47 м?;2;33мкр;Хона да махаллаи 33 карор дорад пеши бозорча мактаб садик наздикишда бо арзон меша хама чизучораш кати;торг;390000
6092;Гиссар;28.02.2022 9:27;7760474;6;70 м?;3;Гиссар;Штукатур,монтаж электричество,стяшка пол под ломинат все сделанно в професиональном уровне. Вода круглосуточно есть лифт новый работает плюс система дамафон чип;торг;342000
6093;Бустон (Чкаловск);28.02.2022 9:25;7174237;5;85 м?;4;НовыйКвартал;4х комнатная квартира на 5 этаже по адресу г.Чкаловск, Новый Квартал дом 8 кв. 23, без ремонта.Не угловая детсад,школа,магазин машрутка рядом.;торг;245000
6094;Душанбе;28.02.2022 9:15;7805964;5;58 м?;3;саховат;хона дар холати хуб карор дорад.фурухта мешавад.харидори канкретни занг занад;торг;500000
6095;Душанбе;28.02.2022 9:14;7554957;3;90 м?;5;102мкр;5ком 3эт 5этажни понелни дом средний ремонт рядом Иниститут Языков 102мкр;торг;598000
6096;Куляб;28.02.2022 9:08;7198512;3;50 м?;3;58квартал;3 хучраги бо хама чизу чорааш. Маьлумоти бештар  тавассути телефон дода мешавад. Занг занед муомила мекунем.;торг;210000
6097;Душанбе;28.02.2022 9:08;7621250;4;50 м?;2;Сино;2 хонага 4ум этаж правсаюз р? ба р?и паликлиникаи 2 бо ?амаи чизу чораш. ?амаи чиз?ош нав ремонт люкс. отаплени кор мекунад. дар лаби ро?и калон мактаб, садик, мас?ид наздик.;торг;478000
6098;Душанбе;28.02.2022 9:05;7805915;2;30 м?;1;цирк;хона жар сари рохи калон пушти Сафар центр магазин 2 дом;;250000
6099;Душанбе;28.02.2022 9:04;7805731;9;70 м?;3;92мкр;Хона 3 хучраги дар 92 мк ;торг;556000
6100;Пенджикент;28.02.2022 9:03;6408558;5;110 м?;5;;Продаётся квартира в центре города, со всеми удобствами.  110м квадрат. Ориентир болои ЗАГС;торг;485000
6101;Душанбе;28.02.2022 9:03;7794346;4;50 м?;3;101мкр;хона дар сари рохи калон бе ремонт;;425000
6102;Бустон (Чкаловск);28.02.2022 8:42;7736909;2;91 м?;3;Центр,Бустон;трех комнатная квартира на втором этаже в новостройке в г. Бустон (Чкаловск). 91 кв.м;обмен,торг;285000
6103;Бустон (Чкаловск);28.02.2022 8:41;7075077;4;312 м?;4;Бустон(Чкаловск);две четырех комнатные квартиры в новостройке в г.Бустон(чкаловск) соедененные лесницей. Общая площад 312 кв. 4-5 этаж. Имеет пинхаус, помешение для сауны. Электромонтаж из медного провода. Дом по ул. А.Баротова, на против школы 6.;обмен,торг;999000
6104;Худжанд;28.02.2022 8:33;7351213;4;70 м?;3;12мкр;Квартира со всеми удобствами имеется гораж подвал возможно обмен на земельный участок;обмен,торг;475000
6105;Истиклол;28.02.2022 8:23;7651067;2;62 м?;3;;трех комнатная квартира с ремонтом есть вода;173000c;150000
6106;Душанбе;28.02.2022 7:28;7805616;5;90 м?;3;Фирдавси;Хонаи фуруши да Фирдавси 63 мк доми 107 этаж 5 хона дар холати хуб карор дора;торг;520000
6107;Душанбе;28.02.2022 7:22;7805605;13;79 м?;2;Шо?мансур;2. комн. квартира 13 этаж,79, м2 повороти Аэропорт.                                              Площадь: 79 м2                                     Тип застройки: Новостройка             Этаж. 13                                                 Ремонт: Без ремонта (коробка)           Район. Повороти Аэропорт                 ;торг;394800
6108;Куляб;28.02.2022 7:07;6270066;8;139 м?;4;;Очень  интересная  планировка  квартиры в центре  города Куляб. Ориентир супермаркет  Ёвар. В шаговой  доступности все административные учреждения. Дом находится напротив  центральной дороги. Возможен обмен на квартиру в городе Душанбе. Предлагайте варианты.;обмен;230000
6109;Душанбе;28.02.2022 5:09;5469826;13;99 м?;3;;3 комнатная квартира, на 13-этаже 16-этажного дома. Рядом с Техно силой у главной дороги. Один блок и один подъезд. Дом достроен до 8 этажа.;590000c;450000
6110;Бохтар (Курган-Тюбе);28.02.2022 4:51;7805478;2;37 м?;1;;Продаётся уютный 1 ком квартира в 9- этажные дом 70/ кв / 7 ?? переделанное двух комнатные частично с мебелю теремо, диван, кухонные гарнитур Термекс Аристон, кондисанер 12 КБ Ковёр /  2 этаж ;;260000
6111;Худжанд;28.02.2022 3:05;7499644;5;90 м?;4;12мкр;Продаётся 4 комнатная квартира 5 Этаж с Ремонтом.;торг;490000
6112;Душанбе;28.02.2022 0:56;7805330;2;65 м?;2;но?ияиСино;хона бехад хуб ремонт кадагияй 65 кв бо хамаи та??изоташ,бо савдо меша ;543000c;500000
6113;Душанбе;28.02.2022 0:23;6693185;8;102 м?;3;Фирдавси;Новостройка. Platinum Plaza.;обмен,торг;387000
6114;Душанбе;28.02.2022 0:22;7074961;1;62 м?;2;Мавлоно,Мирзобек;Новостройка.;торг;214000
6115;Душанбе;28.02.2022 0:19;6727007;1;62 м?;3;;Новостройка;обмен,торг;201999
6116;Душанбе;28.02.2022 0:19;7713650;11;50 м?;1;Фирдавси;1-ком квартира 11 этаж дом 16 этажный;обмен;245099
6117;Канибадам;28.02.2022 0:09;7788206;1;64 м?;2;селхозтехника;ремонташ нав хама шароит хай олушам мишад пул зарурр;обмен,торг;199000
6118;Душанбе;28.02.2022 0:04;7805253;15;79 м?;2;Сино;Хона дар назди тарабхонаи Райхона чойгир аст. Фасадша сар кардан 2 мох пас ичозати таъмир медихан. Дар лаби рохи калон чойгир аст. Дом 16 ошёна дар 15 ум ошёна хона чойгир аст;торг;366000
6119;Пенджикент;27.02.2022 23:45;7805209;2;66 м?;2;Панчакент;Квартираи фуруши, доми нав дар маркази шахр дар болои маркази савдои Сумая дар дуюм ошёна 66 м2 ду хучрагиро мутобик ба 3 хучраги кардагиаст. Бо таъмири замонави дорои аристон, насоси обкаши ва бочкаи 300 лт  фурухта мешавад.;обмен,торг;380000
6120;Душанбе;27.02.2022 23:14;7800919;1;60 м?;3;Шохмансур:Старыйаэропорт;Срочно!!!! Продаётся 2-х комнатная квартира переделанная в 3-х комнатную в районе Шохмансур, Старый Аэропорт. С хорошим ремонтом. На первом этаже. На площадке есть футбольная площадка современная, детская площадка, рядом стадион Спартак, рынок Авиатор, 1-2 минуты ходьбы до транспорта, проезжают все виды транспорта.;;400000
6121;Душанбе;27.02.2022 22:57;7472288;4;123 м?;2;Домпечати;Продается 2- х комнатная квартира в новом доме в центре города, напротив роддома. Есть техпаспорт. Люди живут;торг;971208
6122;Душанбе;27.02.2022 22:56;7472257;9;90 м?;2;проспектАйни,скораяпомощь;Продается 2- х комнатная квартира в новом готовом доме в районе Скорой помощи. Дом готов. Лифт установлен. Люди делают ремонт. В феврале выдадут техпаспорт;торг;659880
6123;Душанбе;27.02.2022 22:56;6791272;18;68 м?;2;Ватан;Продается новая 2- х комнптная квартира в  новом престижном 19 ти этажном доме со всем имуществом. В доме три лифта, есть отопление, камера видеонаблюдения;889200c;750000
6124;Душанбе;27.02.2022 22:55;7490439;15;46 м?;2;книжныймир;Продается новая 2- х комнатная квартира в новом 19- ти этажном доме;торг;587600
6125;Душанбе;27.02.2022 22:55;7650287;10;50 м?;2;Грандотель;Продаю новую 2- х комнатную квартиру, в новом доме за гостиницей  Гранд отнль;торг;565000
6126;Худжанд;27.02.2022 22:54;7686691;4;1 м?;3;8мкр,дом36;Отличное состояние  3-комн. квартира, 4 этаж, 1 м?, 8мкр дом 36 кв 9;400000c;350000
6127;Душанбе;27.02.2022 22:14;7804786;9;94 м?;3;Шохмансур;Продаётся элитная 3-х комнатная с плошадью 94 м2 на 9-ом этаже на 16-го дома с дизайнерским ремонтом в стиле нео классика в центре, 2-ве скоростных лифта, свет и вода подключены, некоторые жители уже живут, дом на стадии сдачи, находится по ул,Айни сзади УВД, есть проход с 2 сторон. Бародарон ва хонумон илтимос бехуда занг назанед,  факат харидори аник бошад мархамат.;торг;860000
6128;Душанбе;27.02.2022 22:12;7598919;10;106 м?;3;ОВИР;Продаётся 3 ком квартира на 10 этаже(каробка) ОВИР;торг;845000
6129;Душанбе;27.02.2022 22:11;7804525;12;73 м?;1;СИНО;Фавран Срочно мефрушем  2 Хонага   3 хонага кардан мумкин яАст  Залаш 10  ,Дар 3  Аст Дар Испечаки 2  Бозорчаи Зарафшон  Норафта Лаби   Ро? Хона дар 12 Ошёона дом Худаш 16 Ошёона Техпаспорт дора хамсоя?о Зиндаги Доранд   Туалет вана Чудо поталок Аз гипсагардон  дар?о Часпондаги девор?о Барои Абой Тайор Кардаги   Маълумоти Бештар Бо  телефон  Харидори  Асоси Занг Зана;торг;345000
6130;Худжанд;27.02.2022 22:09;7803830;4;35 м?;1;18;хонаи як хучраги вокеь дар мкр 18 бо чизу чорааш фурухта мешавад;торг;230000
6131;Душанбе;27.02.2022 22:04;7383766;1;67 м?;2;3автобаза;Айни 64е;торг;600000
6132;Исфара;27.02.2022 21:59;7804770;1;30 м?;2;918325621;Хона барои фуруш . Хона тайер даромада зиндагони мекуни .Камтар мебелеш хай. Харидори нахт ба мепартом Срочно.;торг;40000
6133;Душанбе;27.02.2022 21:54;7532922;4;100 м?;4;91;91.мкр.100кв.4.к.4.э.дом.4.эт.1.хонаги.2.хонаги.якчо.падвал.дом.кирпич.назди.богчаи.аниса.пушти.барки.точик.срочна;торг;853500
6134;Вахдат;27.02.2022 21:51;7804705;3;48 м?;1;Вахдат;1 комнатное квартира город Вахдат продаётся или сдаётся в аренду 48м;торг;170000
6135;Бободжон Гафуров;27.02.2022 21:50;6680209;5;58 м?;2;Б.Гафуров;ХонаТамомиШароитошкиМебелашки срочно пул зарур;обмен,торг;280000
6136;Душанбе;27.02.2022 21:47;7804708;5;77 м?;3;Сино;Зарафшон - 1  дом 9-ошёна  5 - этаж ремонти нав дорад;торг;699000
6137;Душанбе;27.02.2022 21:39;7804667;5;86 м?;5;фирдавси;ремонти миёна, назди супермаркет Ёвар , диагностика;;555000
6138;Душанбе;27.02.2022 21:24;7804551;9;85 м?;2;Шохмансур;Квартира сновыми ремонтам окала Айрапорта .В 9 этаже .;торг;580000
6139;Душанбе;27.02.2022 21:21;7239708;13;40 м?;2;Гипрозем;Бинои навбунёд дар махалаи гипрозем воке дар ру ба руи донишгохи налогывий дар ру баруи собик мошинбозор. Ширкати боваринок ва собикадор. бино 14 ошиёнабуда хона дар 13 хум ошиёна чойгир аст. айни хол сохтумончиён дар 9-10хум ошиёна расидаанд. проэкти он хело муфид ва 1 метри мураббааш бе маврид нест. То анчоми сохтумон 10 мох монда ас. Дар иваз мошинхам кабул мекнм. Маслихат дора. худам киматтар хангоми катлаван буданаш харидори намуда будам сабаби фуруш пул сахт зарур!;200000c;180000
6140;Истаравшан;27.02.2022 21:13;7128572;3;74 м?;3;ИстаравшанОриентирБазар;3 этаж квартира 3х комнатная в новом доме город. Истаравшан в центре . 74 метра;торг;339000
6141;Душанбе;27.02.2022 21:04;7804442;11;120 м?;3;МедгородокПромоИталия11этаждоми16этажа120мквтирезахоазтарафирохикалонвадарунихавлибобалкон;Продается 3-х комнатная квартира на 11 этаже 16 этажном доме 120 кв м Медгородок Промо Италия;торг;950000
