Column1;city;time;announcment_num;floor;area;room_count;district;description;discount;price
6142;Гиссар;27.02.2022 21:01;7804407;4;39 м?;1;Гиссар;39 м.кв 4 этаж центр гисар . хона буд шудаги .. срочно мефурушем;торг;137000
6143;Душанбе;27.02.2022 20:49;7660805;18;82 м?;3;Зарафшон-зарнисор;Срочно 3 ком квартира 82 кв,18 этаже. 20 этажный дом ориентир инфекционии больница зарафшон.   тарафи рах ниго мекна ойна. ;обмен,торг;160000
6144;Душанбе;27.02.2022 20:42;6571142;6;85 м?;2;Шохмансур;хона дар к?чаи каратегинский тарафи док. сохтмони дом  тайёр шидестай. илтимос касе ани? харидор бошад занг занад. дом бе?ад шароитош хубай. лифт, оби гарм, оби доими дорад. дар этажи аввал клиника ва дар та?хона спортзал, бассейн ва сауна мав?уд мебошад. ?у?ра?о ?удо кардаги, свет гузаронидаги, штукатурка кардаги, даромада таъмирро шур?ъ мекунед.;торг;320000
6145;Душанбе;27.02.2022 20:42;7804319;1;100 м?;4;МЖК;??СРОЧНО!??;обмен,торг;910000
6146;Душанбе;27.02.2022 20:20;7804202;6;100 м?;4;Шо?мансур;сохтмони бино дар мар?илаи ?амбастшави, хона?о ?удо кардаги , 4 ?у?ра, ?амом ва ташноб ало?ида, дар ?у?раи хоб ?амоми ало?ида, метавонед таъмири хонаро шуруъ кунед. бино 7 ошёна, лифт, оби хунук, оби гарм, дар ошёнаи аввал клиника ва дар тагхона спортзал ва бассейни замонави.Хона дар кучаи каратегинский, наздикии швкд-2-и Шо?мансур;торг;380000
6147;Бустон (Чкаловск);27.02.2022 19:43;7265235;4;65 м?;3;;СРОЧНО!!! Продаётся 3-х комнатная квартира, переделанная в 4-х комнатную, на 4 этаже 4-x этажного дома.;310000c;288000
6148;Турсунзаде;27.02.2022 19:43;7635580;5;48 м?;1;Турсунзода;Ш.Турсунзода ;торг;175000
6149;Худжанд;27.02.2022 19:40;7648921;6;55 м?;2;19мкр;19мкр Элитный Дом новостройка на против Гимназии 24 и ресторан Истирохат, очень удобнее место с лифтом, дом на стадии 8, Сдача дом 01-03-2022, Без Посредник,;обмен,торг;300000
6150;Душанбе;27.02.2022 19:32;7803944;3;49 м?;1;46мкр;1 хонаги ду хонага кардагии дуу хонаи каалон боо кухнии калорн калидор туаалет вана отделна Дару тиреза пластик панчара термикс кондисанер балкони калон назди мактаб ,садик паликленика, болнитса, рохи калон ,магозаи калон ,беехтарин чои шахр доми 9 ошена доми стоматология;торг;385000
6151;Худжанд;27.02.2022 19:22;7389584;1;43 м?;1;34мкр;Продаю свою 1- комнатную квартиру ;торг;287000
6152;Душанбе;27.02.2022 19:20;7803886;12;36 м?;1;Сино;?Бинои 14 ошёна во?еъ дар Гипрозем (де?конбозор)Сино?;торг;158004
6153;Душанбе;27.02.2022 18:54;7563365;2;57 м?;2;Испечак2;испечак реченси дом готов. люди уже живут;торг;395000
6154;Душанбе;27.02.2022 18:47;7803706;12;73 м?;2;СИНО;ФАВРАН  СРОЧНО МЕФРУШЕМ 2 ХОНАГА ДАР 12 ОШЁОНА ДОМ ХУДАШ 16 ОШЁОНА ДАР ИСПЕЧАКИ 2 БАЪДИ МАСЧИДИ   ?АМАДОНИ ЛАБИ РО?    ТЕХПАСПОРТ ДОРАД    ТУАЛЕТ ВАНА ЧУДО ПАТАЛОК АЗ ГИПСАГАРДОН ДАР?ОИ ДАРУНА ЧАСПОНДАГИ ДЕВОРАШ БАРОИ АБОЙ ТАЁОР КАРДАГИ МАЪЛУМОТИ ПЕШТАР БО ТЕЛЕФОН;торг;345000
6155;Куляб;27.02.2022 18:46;7803327;5;63 м?;2;Куляб;Срочно;торг;345000
6156;Куляб;27.02.2022 18:15;7803305;5;54 м?;2;Бахор;Хонаи фуруши 54 кв м. Доми Бек сабур срочно! вариянтхои ба мошини хуб хам бошад алиш мешавад занг занед сухбат мекунем бо арзон мекунем;обмен,торг;179000
6157;Исфара;27.02.2022 18:15;7542295;3;72 м?;2;Навобод;Дар ма?аллаи навобод бинои 35 ошёнаи 3 ?ойгир мебошад .;торг;320000
6158;Душанбе;27.02.2022 18:11;6706166;4;57 м?;2;Сино;Хонаи Фуруши Отк-Лестница 33 мкр 2 хонага 3 хонага кардагиай назди хона 2 мактаб 2 садик бозори Фаровон бозорчаи 33 Волна уп Гаи транспорт хамаи намуд мегарда сари рох об хамавакта  зимистон отопление кати базе чизу чорааш Тамири хона нав Фурухта мешавад.;обмен,торг;435000
6159;Душанбе;27.02.2022 18:06;7642047;6;44 м?;1;;Хона дар зарнисор доми Бек Сабур. Хона тарафи дарвозаи Хисора яьне магазини Ёвар нигох мекунад. Дар 6 ошёна 44кв  2хона кадаги 3*5метр зал, 2.5*3.10м кухний 2.5*3м детский.Перегородка штукатурка, родбан задаги. Евромантаж, канализация ва стяжкаи пол барои ламинат тайёр кадаги. Гипсакардон фигура кафель туалет ванна задаги тайер. Дари межкомнатной хайтек харидаги тайер барои задан, ламинаташам Крона гирифтаги, унитаз раковина бо гофраю шлаг смиститель тайер. карочи факат шпаклёвка обой душевой мехари тамом Ягон варианти иваз кардан дар шахри Хучанд бошадам дида мебароем.;торг;250000
6160;Гиссар;27.02.2022 17:47;7803309;6;70 м?;2;Хисор;хона евра ремонт 100 % медрои зиндаги мекни;торг;280000
